#&a / °	I1 / %
-3.429	29.2
-3.434	32.4
-3.440	34.0
-3.445	34.0
-3.450	34.0
-3.456	34.0
-3.461	33.2
-3.466	30.8
-3.472	27.6
-3.477	24.0
-3.482	21.6
-3.488	19.2
-3.493	17.6
-3.498	16.0
-3.504	14.8
-3.509	14.8
-3.514	16.0
-3.520	18.0
-3.525	20.0
-3.530	22.4
-3.536	26.0
-3.541	30.0
-3.546	32.4
-3.552	33.2
-3.557	32.8
-3.562	32.4
-3.568	31.6
-3.573	30.0
-3.578	27.2
-3.584	24.0
-3.589	21.2
-3.594	19.2
-3.600	17.2
-3.605	15.6
-3.610	14.4
-3.616	14.0
-3.621	15.2
-3.626	17.2
-3.632	19.6
-3.637	21.6
-3.642	24.4
-3.647	27.6
-3.653	30.0
-3.658	30.8
-3.663	30.4
-3.669	30.0
-3.674	29.2
-3.679	27.2
-3.685	24.4
-3.690	21.6
-3.695	19.2
-3.701	16.8
-3.706	14.8
-3.711	13.6
-3.717	13.2
-3.722	13.6
-3.727	15.2
-3.733	17.6
-3.738	19.6
-3.743	22.0
-3.749	24.8
-3.754	27.2
-3.759	28.4
-3.765	28.8
-3.770	28.0
-3.775	26.8
-3.781	24.8
-3.786	22.4
-3.791	19.6
-3.797	17.2
-3.802	15.2
-3.807	13.6
-3.813	12.0
-3.818	11.2
-3.823	12.0
-3.829	13.6
-3.834	16.0
-3.839	18.0
-3.844	19.6
-3.850	21.6
-3.855	24.0
-3.860	25.6
-3.866	26.0
-3.871	25.2
-3.876	23.6
-3.882	22.0
-3.887	20.0
-3.892	17.6
-3.898	15.6
-3.903	13.6
-3.908	12.0
-3.914	10.8
-3.919	10.4
-3.924	10.8
-3.930	12.0
-3.935	14.0
-3.940	16.0
-3.946	18.0
-3.951	20.0
-3.956	22.0
-3.962	22.8
-3.967	22.0
-3.972	20.4
-3.978	19.2
-3.983	17.6
-3.988	16.0
-3.994	14.0
-3.999	12.4
-4.004	10.8
-4.009	10.0
-4.015	9.2
-4.020	9.6
-4.025	10.8
-4.031	12.8
-4.036	14.4
-4.041	15.6
-4.047	17.2
-4.052	19.2
-4.057	19.6
-4.063	18.8
-4.068	17.6
-4.073	16.4
-4.079	15.2
-4.084	13.6
-4.089	12.0
-4.095	10.4
-4.100	8.8
-4.105	8.0
-4.111	7.6
-4.116	8.4
-4.121	9.6
-4.127	11.2
-4.132	12.8
-4.137	14.0
-4.143	15.6
-4.148	16.8
-4.153	16.8
-4.158	15.6
-4.164	14.0
-4.169	13.2
-4.174	12.0
-4.180	10.8
-4.185	9.6
-4.190	8.4
-4.196	7.6
-4.201	7.2
-4.206	7.2
-4.212	8.4
-4.217	9.6
-4.222	10.4
-4.228	11.2
-4.233	12.0
-4.238	13.2
-4.244	13.6
-4.249	12.8
-4.254	11.6
-4.260	10.8
-4.265	10.0
-4.270	9.2
-4.275	8.0
-4.281	6.8
-4.286	6.0
-4.291	6.0
-4.297	6.0
-4.302	6.8
-4.307	8.0
-4.313	8.8
-4.318	9.6
-4.323	10.4
-4.329	11.2
-4.334	10.8
-4.339	10.4
-4.345	9.6
-4.350	8.8
-4.355	8.4
-4.361	7.6
-4.366	6.4
-4.371	5.6
-4.377	5.2
-4.382	5.2
-4.387	5.6
-4.392	6.4
-4.398	7.2
-4.403	7.6
-4.408	8.4
-4.414	8.8
-4.419	8.8
-4.424	8.4
-4.430	8.0
-4.435	7.6
-4.440	7.2
-4.446	6.4
-4.451	5.6
-4.456	4.8
-4.462	4.4
-4.467	4.4
-4.472	4.4
-4.478	4.8
-4.483	5.6
-4.488	6.4
-4.493	6.8
-4.499	6.8
-4.504	6.8
-4.509	6.4
-4.515	6.0
-4.520	6.0
-4.525	5.6
-4.531	5.2
-4.536	4.8
-4.541	4.4
-4.547	4.0
-4.552	4.0
-4.557	4.0
-4.563	4.0
-4.568	4.4
-4.573	4.8
-4.578	5.2
-4.584	5.2
-4.589	5.2
-4.594	5.2
-4.600	4.8
-4.605	4.4
-4.610	4.4
-4.616	4.4
-4.621	4.0
-4.626	3.6
-4.632	3.2
-4.637	3.2
-4.642	3.2
-4.648	3.6
-4.653	4.0
-4.658	4.0
-4.663	4.0
-4.669	4.0
-4.674	4.0
-4.679	4.0
-4.685	3.6
-4.690	3.6
-4.695	3.6
-4.701	3.2
-4.706	2.8
-4.711	2.8
-4.717	2.4
-4.722	2.4
-4.727	2.4
-4.733	2.8
-4.738	2.8
-4.743	2.8
-4.748	2.8
-4.754	2.8
-4.759	2.8
-4.764	2.8
-4.770	2.8
-4.775	2.8
-4.780	2.8
-4.786	2.4
-4.791	2.0
-4.796	2.0
-4.802	2.0
-4.807	2.0
-4.812	2.4
-4.818	2.4
-4.823	2.4
-4.828	2.4
-4.833	2.4
-4.839	2.4
-4.844	2.4
-4.849	2.4
-4.855	2.4
-4.860	2.0
-4.865	2.0
-4.871	2.0
-4.876	2.0
-4.881	2.0
-4.887	2.0
-4.892	2.0
-4.897	2.0
-4.902	2.0
-4.908	2.0
-4.913	2.0
-4.918	2.0
-4.924	2.0
-4.929	2.0
-4.934	2.0
-4.940	1.6
-4.945	1.6
-4.950	1.6
-4.956	1.6
-4.961	1.6
-4.966	1.6
-4.971	1.6
-4.977	1.6
-4.982	1.6
-4.987	1.6
-4.993	1.6
-4.998	1.6
-5.003	1.6
-5.009	1.6
-5.014	1.6
-5.019	1.6
-5.025	1.6
-5.030	1.6
-5.035	1.6
-5.040	1.6
-5.046	1.2
-5.051	1.2
-5.056	1.2
-5.062	1.2
-5.067	1.2
-5.072	1.2
-5.078	1.2
-5.083	1.2
-5.088	1.2
-5.094	1.2
-5.099	1.2
-5.104	1.2
-5.109	1.2
-5.115	1.2
-5.120	1.2
-5.125	1.2
-5.131	1.2
-5.136	1.2
-5.141	1.2
-5.147	1.2
-5.152	1.2
-5.157	1.2
-5.162	1.2
-5.168	1.2
-5.173	1.2
-5.178	1.2
-5.184	1.2
-5.189	1.2
-5.194	1.2
-5.200	1.2
-5.205	1.2
-5.210	1.2
-5.216	1.2
-5.221	1.2
-5.226	1.2
-5.231	1.2
-5.237	1.2
-5.242	1.2
-5.247	1.2
-5.253	1.2
-5.258	1.2
-5.263	1.2
-5.269	1.2
-5.274	1.2
-5.279	1.2
-5.284	1.2
-5.290	1.2
-5.295	1.2
-5.300	1.2
-5.306	1.2
-5.311	1.2
-5.316	1.2
-5.322	1.2
-5.327	1.2
-5.332	1.2
-5.337	1.2
-5.343	1.2
-5.348	1.2
-5.353	1.2
-5.359	0.8
-5.364	0.8
-5.369	0.8
-5.375	0.8
-5.380	0.8
-5.385	0.8
-5.390	0.8
-5.396	0.8
-5.401	0.8
-5.406	0.8
-5.412	0.8
-5.417	0.8
-5.422	0.8
-5.428	0.8
-5.433	0.8
-5.438	0.8
-5.443	0.8
-5.449	0.8
-5.454	0.8
